@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
positive,'melg rt padrejosepalmar no es cuba la que tiene poder de veto en la oea a la cual no pertenece es la petrochequera de vzla que camina por c '
positive,'laplatarugby rt ralardi felices años laplatarugby '
positive,'aniibal cada ser vivo en la tierra tiene su codigo amp su nombre'
positive,'iamvivas rt caraboboreporta am división contra homicidios del cicpc allana apartamento en piso de residencias mont blanc en la trigaleña c '
positive,'marienaristy mi artículo de esta semana una sociedad que se empeña en lastimarnos http t co lm glsrgvs'
positive,'morochosve nuevo mygarage añade servicios para el mantenimiento de nuestro vehículo http t co np tktego '
positive,'susana burbano rt bastaalbullying buscan accesoria sobre bullying nosotros podemos orientarlos en chileantibullying gmail com también hacemos charlas'
negative,'pqpedrox rt mcloneoficial musica nova jeandupcbdj http t co rbntfcbn n'
positive,'iramendi rt unalumnodice rt si alguna vez has visto una pelicula de guerra y has pensado si yo estuviera ahí me hago el muerto '
positive,'albafernandez sólo queda un día festivalmalaga d http t co kxcepw kka'
positive,'turdula tristemente es la provincia de cáceres que arroja más población al extranjero la prov de badajoz turdula'
positive,'marylitri nose xk me esta entrando bajon '
positive,'oscar noticias gobierno español reitera rechazo a referendo independentista catalán http t co t mkyomkmu interes'
positive,'felipentium patagonpau jajaja y el gato que lo mira como que le pasa a este wn jajaj'
positive,'angelitofrezh hacienda doña germán'
positive,'elisalazar rt alexxstrecci sigo pensando en ti '
negative,'marisoldegarcia rt traffictachira via yanicolmenarez buenas por el terminal de pasajeros hay disturbios favor abstenerse si no necesitan de hacer nada '
positive,'soi micaeela rt zodiacohoy acuario hoy maneja el dinero q llega a tus manos de una forma responsable y no te lo gastes con las cosas que puedas ver e '
positive,'inecrognali típico hablar con personal y desafiarlo con el ayudame o me cambio de agencia a claro a movistar putos '
negative,'churriavila nofearcid enterate mija que lo hice pa sacarte las patas del barro'
positive,'jessusmn carlosroort claramente '
positive,'twittcafechile rt pattyruizr bienvenidos me robaron lider el belloto puse reclamo sernac y me llaman delsuper para que no siga con la denuncia fvretw '
positive,'mixside madrid music days showcases oficiales y más confirmaciones http t co bocuxolnbz'
positive,'amatmaqueda rt marimaramor angeles custodios amatmaqueda http t co gnzunthxgo'
positive,'silviac rino feliz día internacional de la felicidad alejandrosanz buenos díaas besos '
positive,'diegasalom malayapuga que arrechera los estereotipos femeninos puro maquillaje y zapatos'
positive,'emilytorres rt la patilla increíble casualidad anticastrista maría corina machado y líder de damas de blanco se topan en miami video http t co '
positive,'juliescandar rt nicojabif nota mental para arrancar el día nunca dejes de luchar por tus sueños confiar en uno mismo y nadie más '
positive,'gemlanuza car porns matte black lamborghini aventador lp http t co ypamdex baby'
negative,'rcrxzado karina cduc en osorno esta igual '
positive,'cristpierluissi rt odalop a scarano en dia lo juzgaron y condenaron por guarimbas que no puso parra robó millones y su juicio no ha comenzado la injus '
negative,'guilleneuve iniesta ha dicho matemáticamente es evidente que son números héroe de españa '
positive,'miguelvelarde los invito a leer mi editorial de esta semana en guayoyoenletras la resignación no es una opción http t co ugtlfpg qe guayoyo '
negative,'lauravquintana ahora nos cuesta saludarnos cuando lo que antes nos costaba era despedirnos '
positive,'hoyquehay rt juanrequesens hoy marchamos tras los terribles atropellos de ayer a nuestra ucv los alcaldes y jóvenes vzlanos info gt http t co '
negative,'rominitaracing ha hecho algo travieso alguna vez http t co g dp uh '
positive,'jimena who que ya no sé como decirle a la poetisa que no es abismo si ella va entra y sale cada que la llama y la cita a media noche '
positive,'sasame reimu junajuna ko ほら http t co ib y q ag '
positive,'cfannys rt gabycastellanos a lo mejor al presidente de venezuela le da por sacar a todos los delincuentes de las carceles para meter tuiteros puf '
negative,'jpcandela rt tombestard hoy me he levantado escuchando el preview del remix wild amp free éxito seguro de alexandersom jpcandela recomiendo https '
positive,'giselaperiodist rt hambrecero hablemosdeautismo realmente hablamos y sabemos muy poco de abril día internacional argentina se pinta de azul http '
negative,'denissemillan rt todoverdadero a esto se lo llevo el demonio detenidos leopoldo lopez\nenzon scarano alcalde\nraul e baduel hijo daniel ceballos a '
negative,'andresun terracolombia esa señora no me representa es una farsa'
positive,'dianalopezb rt edgarwill escandalo panamá esposa de cabello figura en de empresas que acabaron con cadivi http t co j n npvz http t '
positive,'donzellacarmelo rt anonymuswar verificado carretera panamericana m montaña alta ha esta hora http t co nszextshi am'
positive,'mariannydamas creo que la pancarta de engochate que vi por ahí en una cancha se lo tomaron muy en serio en sd '
negative,'pintacosta laluluizar toto lo conoces es el jefe de sandra'
positive,'lauror acostakamil eso le pasa a todo el mundo'
positive,'misvenas cuba rechaza manipulación de ee uu con niños enfermos de cáncer http t co bcpegzs tr'
positive,'zizahavocado han s ya gitu dech'
positive,'jotabobadilla el tenista colombiano alejandro gonzalez clasificó a segunda ronda del master de miami por otra parte http t co cxs q nhbp'
negative,'mpasodefalsos acabo de publicar una foto http t co gpxfud yee'
positive,'cati rt blasauryn buenos días os dejo algo por aquí http t co vq t vt ho'
positive,'el reciclador hay algo peor que hayan sacado a sombrerazos a gustavo petro sí que vladdo va a enviar terna para reemplazarlo parece un chiste '
negative,'nachu gonzalez creo que voy a llegar tarde a particular thuglife'
positive,'davpelosi rt mariacorinaya m todos a la calle a comprometernos a lucharhastavencer contra la dictadura y p la libertad ccs de punta a punta '
positive,'luciavg puto jueves macho '
positive,'chuladuenas laarenas chama se me complico la tarde tu puedes manana en la manana '
positive,'rositahoran d rt niallsnotes zayn ha estado siguiendo a fans estos días y ayer marzo también siguió a la cantante selena gómez además de fans '
positive,'pelusilladfuego si uff super bien '
positive,'mariavi rt scontrerasb vamos a darle un millon de rt s a esta cruda imagen http t co yhupxrm n'
negative,'andreiitavela jh onuba eiyopuuta http t co sdgcjszjd lt no necesito ningun cualquiera ya lo tengo todo con el gt '
positive,'fabri s ya me habia cambiado y todo para irme decaramal'
positive,'pablopueblo leopoldolopez es tan cierto que la tarjeta de racionamiento cuando no hay comida y meter presos politicos de oposicion es lo que queda '
positive,'mackyarenas rt conexionrcl atención dale rt masivo hoy en ciudad banesco http t co bzwomwbjfp'
negative,'carlourrea hagamos las grandes reformas y dejemonos de pavadas cero negociacion con la derecha que aprovecha nombramientos para darnos como bombo'
negative,'martinmeiri rt langui oficial ayudarme amig s a subir a un escenario entrar y votarme en este enlace http t co uh h iybrk gracias rt'
negative,'jdcph rt noticias jose ramón acosta sobre situación de aerolíneas si el gobierno no les paga tienen que suspender las operaciones http '
positive,'agusbardi rt ludmipescadere con el agusbardi jodiendo'
positive,'egmorenoy ya están las listas provisionales de los candidatos a las elecciones del claustro somos candidatos para dos puestos de representantes '
positive,'pepicobos rt diesalud david fitnes cuanto sabes david eres mi ídolo feliz descanso '
positive,'javiszro estudio en el río hondo continúa inconcluso autoridades afirman que belice no ha cumplido con la parte que le http t co aaobmix hw'
positive,'agulacher me puse a trabajar cn el loquito del fede'
negative,'luigiescalona rt albertoravell protesta impide paso hacia prados del este desde manzanares foto http t co fzcxznafij'
positive,'pablomartearena nuevos seguidores unfollowers tuitutil http t co orlfcmyh'
positive,'aguu si pienso en ti siento que esta vida no es justa '
positive,'andreinaybm esteph reeal si a las sigo así hago eso mami ricaa'
positive,'mackormick con las últimas dcisiones en las q se involucran además d los esbirros comandados por diosdiablo y el misnistro policia implican la justicia'
negative,'fiifitaa rt elnacionalweb leopoldo lópez llama a aumentar la presión http t co w qy emtqa'
positive,'julyandrada recien me termine de bañar'
negative,'glorianyoya rt mcrd sosvenezuela gt http t co uzkwmbrbn'
positive,'dsamuel rt michelpesquera mujeres también los hombres odiamos a los amiguitos '
positive,'cieledutra quee'
negative,'prisingo d tony si eres panameño apoya al arabe y hay va el poco de ignorantes de fanaticos de otros clubes hasta compran camisetas y todo'
positive,'rtvees non stop y el gran hotel budapest a la sombra de apellidos vascos http t co aamtkpf c http t co mfprtqzozh'
positive,'iara mills mueve el ombligo muevelo o o ie sga veras que divertido solo baila bail'
positive,'hcosme http t co xvadx nxcj via eltiempo'
negative,'elcircodelamega rt intelekto no rt elcircodelamega piensas que arango ha sido sincero en sus contestaciones vota usando si o no'
positive,'xdaniieel x rt nereadeoz desiremartos da sus primeros pasos como arquitecta http t co lgwxygiswl'
positive,'lhis tehlulz rt wikichochos ayer publicamos en la web una recopilación de vídeos de said energizer y sus modelos http t co x w ei xih http t co '
positive,'luisclemente telesuragenda a verga de donde sacan esa informacion loca yo apuesto que no agarra ni un llamen a elecciones pero un cne justo'
positive,'zoommelier ddaaeecc yo estoy en santiago y tu '
negative,'nicohohl aliciabda pendant que je fini a h '
positive,'balto duarte rt hipocratesdice piensa como adulto sueña como niño vive como joven y aconseja como anciano '
positive,'poncerveza si la violencia solo genera mas violencia y es obvio que las injusticias también causen acciones injustas '
positive,'monicaacedo funquesada viste que bien quedo la foto es que esa camara es muy buena '
positive,'simiosabio el amor no es fantasia el amor es poesia y es por eso que te digo que yo te amaria aunque tu no me quieras '
positive,'juanaflores rt montanertwiter por la fe que tienen dios los protege con su poder pedreo bibliamaracucha'
positive,'inesf que hueva ir a la u hoy que hueva ir a la u todos los días'
negative,'zoemailen no puede ser mas copada dora por dios '
positive,'morena amlo rt sinembargomx hermana de líder comunitario en guerrero es detenida por la pgje con cargos de terrorismo y robo http t co sxt ni exw'
positive,'magaapinchaa rt soloedlpok rulli convocado a amistoso de la selección podria ser convocado para el amistoso del de junio frente a eslovenia '
positive,'liliamkolor rt dolartoday video brutal agresión policia de aragua y colectivo le caen a palo a un estu https t co uzeoyrakxi http t c '
positive,'cura diaz rt panigaleevo me encantan mis nuevas pantuflas las pantuflas dijee http t co m qd bej '
positive,'gran tocino alexdvs jcreynolds no empecemos no vaya a tener que ir a tu casa a pegarte y pagar los servicios de tu madre'
positive,'lperezmelean rt freddyguevara persecución y ataques demuestran q estamos del lado correcto hoy am fijamos posición ante atropellos d la dictadura '
positive,'guadadominguez me divierte venir a trabajar'
positive,'missanita paul mccartney hope of deliverance subtutilada inglés español http t co qitl s y vía youtube'
negative,'mela rt antonanzasma ahora mismo hay barcos aviones y helicópteros colaborando en la búsqueda del vuelo mh '
negative,'victoorguerrero alvaritoestul cuando contesta el majaron'
negative,'eliasyelpo rt mcaute vividendi rodilla esta feliz mcaute hoy meses http t co ndgfg edpa jajajaja muy feliz '
positive,'joha nb rt agus cristofaro chocotorta se re portaron las cumpliañeras'
positive,'marcos rme flaaren melendienarg mi corazon se agota como el tacon de tu bota '
negative,'jfscarttezzini bancos cagaron a los argentinos a la luz del día en el ahora lo hacen c socios en las sombras robertofeletti http t co eionjlk sp'
